id,subject,text,label
398,Annual checkup appointment scheduled,"Spring Wellness Tips: As we enter spring, here are some healthy living tips to boost your wellbeing: Stay hydrated with at least 8 glasses of water daily, incorporate 30 minutes of physical activity into your routine, eat plenty of fresh fruits and vegetables, practice stress management techniques like meditation or yoga, and ensure you're getting 7-9 hours of quality sleep each night. Small changes can make a big difference in your overall health!",Health
330,Retirement fund contribution increase,"Dear Investor, Your quarterly investment portfolio review is now available. During Q1 2024, your portfolio gained 8.2%, outperforming the S&P 500 by 1.1%. Your technology sector holdings were the strongest performers, while energy sector positions faced some volatility. We recommend rebalancing your portfolio to maintain your target asset allocation. Please schedule a consultation with your financial advisor to discuss strategy adjustments for Q2.",Finance
515,Airport security and check-in guidelines,"Flight Confirmation: Your flight from Los Angeles to New York is confirmed for Friday, May 10th, 2024. Flight AA1234 departs at 8:45 AM from Terminal 4 and arrives at JFK at 5:15 PM EST. Please arrive at the airport 2 hours before departure for domestic flights. Your boarding pass is attached to this email. Check-in opens 24 hours before departure through our website or mobile app. Seat 12A has been assigned - window seat as requested.",Travel
580,Currency exchange and local customs info,"Travel Insurance Important Notice: Your comprehensive travel insurance policy is now active for your upcoming Europe trip. Coverage includes medical emergencies, trip cancellation, lost luggage, and 24/7 emergency assistance. Keep your policy number (TI789456123) easily accessible during travel. In case of emergency, call our 24-hour hotline at +1-800-555-HELP. Remember to keep all receipts for any medical treatments or unexpected expenses for reimbursement claims.",Travel
353,Expense report approval pending,"Important: Your tax documents for 2023 are now available for download. Please log into your account to access your 1099 forms, W-2 statements, and annual summary reports. These documents are required for filing your tax return. The deadline for filing is April 15th, 2024. If you need assistance accessing your documents or have questions about tax reporting, please contact our support team immediately.",Finance
1266,Security alert - Unusual account activity detected,Service Disruption Update: We are currently experiencing a temporary service outage affecting email delivery and website functionality. Our technical team is working urgently to resolve the issue. Preliminary investigation indicates a network connectivity problem with our primary data center. We have activated backup systems to minimize impact. Current estimated resolution time is 2-3 hours. We will provide updates every 30 minutes until service is fully restored.,Alerts
885,Easy money opportunity - No experience needed,"INHERITANCE NOTIFICATION: We are contacting you regarding an unclaimed inheritance left by a distant relative with the same last name. The amount of $2.8 million USD is being held in our custody awaiting the rightful heir. After extensive research, we believe you may be entitled to this inheritance. To begin the claims process, we need you to send a certified check for $1,200 to cover legal fees and processing costs. Once payment is received, we will release the full inheritance amount to your designated account.",Spam
1146,Cultural festival celebrating diversity,"Tech Conference 2024: We're excited to announce our keynote speakers for this year's technology conference! Featured speakers include Dr. Sarah Chen (AI researcher at Stanford), Mark Rodriguez (CEO of TechStart), and Jennifer Walsh (cybersecurity expert). The three-day conference covers artificial intelligence, blockchain technology, cybersecurity, and startup innovation. Early bird tickets (before March 15th) are $299, regular price $399. Conference includes all sessions, networking events, and meals.",Events
492,Fitness class registration open,Vaccination Reminder: It's time for your annual flu shot! We have appointments available next week at our clinic. The CDC recommends annual flu vaccination for everyone 6 months and older. This year's vaccine protects against the most common strains expected this flu season. Please call our office at (555) 123-4567 to schedule your appointment. Walk-ins are also welcome during business hours.,Health
1390,Bug fixes and stability improvements,"Exciting Update: Version 2.4 of our mobile app is now available! This major update includes a completely redesigned user interface, faster loading times, and several new features based on your feedback. New features include dark mode option, enhanced search functionality, offline document access, and improved photo sharing capabilities. The update also fixes several bugs reported by users including the login timeout issue and notification problems. Download the update from your app store today!",Updates
731,Exclusive member early access - 48 hours only,"BLACK FRIDAY IS HERE! The wait is over - our biggest sale of the year has officially started! Save up to 80% on thousands of items across all departments. Doorbusters available while supplies last, including 65"" Smart TVs for $299, Designer handbags starting at $39, and Premium skincare sets for under $25. Online orders ship free with no minimum purchase. Store hours extended: open 6 AM to midnight Friday through Sunday. Shop early for best selection!",Promotion
1484,New integration partnerships announced,"Exciting Update: Version 2.4 of our mobile app is now available! This major update includes a completely redesigned user interface, faster loading times, and several new features based on your feedback. New features include dark mode option, enhanced search functionality, offline document access, and improved photo sharing capabilities. The update also fixes several bugs reported by users including the login timeout issue and notification problems. Download the update from your app store today!",Updates
1361,Account login from new device detected,"Scheduled Maintenance Notice: Our systems will undergo routine maintenance tonight from 2:00 AM to 6:00 AM EST. During this time, online services including website access, mobile app, and customer portal will be temporarily unavailable. This maintenance is necessary to install security updates and improve system performance. We apologize for any inconvenience and appreciate your patience. All services will be fully restored by 6:00 AM. For urgent matters, please call our 24-hour customer service line.",Alerts
1075,Guest lecture series next week,New Course Materials Available: The lecture slides and supplementary readings for Chapters 12-15 have been uploaded to the course website. These materials cover advanced organic chemistry reactions and will be essential for understanding next week's laboratory experiments. Please review these materials before Monday's class. The additional reading assignment from the Journal of Chemical Education is optional but highly recommended for those planning to pursue graduate studies in chemistry.,Study
814,Book club meeting moved to next Thursday,"Annual Community BBQ - This Saturday! The whole neighborhood is invited to our annual summer BBQ in Riverside Park starting at 2 PM. We'll provide hamburgers, hot dogs, veggie burgers, and all the fixings. Please bring a side dish or dessert to share. Activities include live music by local band ""The Sunset Riders,"" face painting for kids, volleyball tournament, and raffle prizes. Bring lawn chairs and your appetite for good food and great company!",Social
1039,University library extended hours during finals,"Final Exam Schedule Released: Your final examinations have been scheduled for the week of May 6-10, 2024. Biology 301 final exam is Monday, May 6th at 2:00 PM in Lecture Hall B. The exam will be comprehensive, covering all material from the semester including molecular biology, genetics, and evolution. You are allowed one 8.5x11 inch note card (both sides) and a non-programmable calculator. Arrive 15 minutes early for seating arrangements.",Study
1100,Guest lecture series next week,"Research Project Guidelines Update: Based on student feedback, we've updated the requirements for your final research project. The minimum page count has been reduced from 20 to 15 pages, but we now require at least 15 peer-reviewed sources (increased from 10). The poster presentation component remains the same - 3x4 foot poster displayed during our final class session. Project proposals are due next Friday. Please schedule office hours if you need help narrowing down your research topic.",Study
962,FREE MONEY WAITING - Click here immediately,"AMAZING OPPORTUNITY! Work from home and make $5,000 per week with no experience required! This revolutionary system allows you to earn money while you sleep. Thousands of people are already making huge profits with our proven method. No skills needed, no selling required, just follow our simple system and watch the money roll in! Limited spots available - only 100 people will be accepted into this exclusive program. Send $99 processing fee to secure your spot today. Don't miss this life-changing opportunity!",Spam
981,FREE MONEY WAITING - Click here immediately,"Greetings my dear friend, I am Prince Mohammed Al-Rashid, the son of the late King of Nigeria. Due to political unrest in my country, I need to transfer $45 million USD to a safe foreign account. I have chosen you to help me with this transaction and in return, I will give you 30% of the total amount ($13.5 million). All I need is your bank account information and a small processing fee of $500 to complete the transfer. This is completely legal and confidential. Please reply urgently as time is of the essence.",Spam
1143,Technology conference keynote speakers announced,"Tech Conference 2024: We're excited to announce our keynote speakers for this year's technology conference! Featured speakers include Dr. Sarah Chen (AI researcher at Stanford), Mark Rodriguez (CEO of TechStart), and Jennifer Walsh (cybersecurity expert). The three-day conference covers artificial intelligence, blockchain technology, cybersecurity, and startup innovation. Early bird tickets (before March 15th) are $299, regular price $399. Conference includes all sessions, networking events, and meals.",Events
817,Book club meeting moved to next Thursday,"Annual Community BBQ - This Saturday! The whole neighborhood is invited to our annual summer BBQ in Riverside Park starting at 2 PM. We'll provide hamburgers, hot dogs, veggie burgers, and all the fixings. Please bring a side dish or dessert to share. Activities include live music by local band ""The Sunset Riders,"" face painting for kids, volleyball tournament, and raffle prizes. Bring lawn chairs and your appetite for good food and great company!",Social
659,Free shipping on all orders - No minimum,"Spring has arrived and so has our gorgeous new collection! Celebrate the season with 30% off all new arrivals including flowy dresses, lightweight cardigans, and bright accessories perfect for spring weather. Plus, spend $100 or more and receive a complimentary spring beauty kit worth $45. Use code SPRING30 at checkout. New styles are selling fast - shop now to secure your spring wardrobe essentials before they're gone!",Promotion
205,Movie night this Friday - Your choice!,"Hi everyone! Just a reminder that Mom's birthday party is this Saturday at 3 PM at our house. Please bring your favorite dish to share - I'm making her famous lasagna as the main course. We'll have cake, games, and lots of great company. Mom specifically requested no gifts, just your presence is enough. Can't wait to celebrate with the whole family. Please RSVP so I know how much food to prepare.",Personal
1407,Terms of service updated - Please review,"Terms of Service Update: We have updated our terms of service to clarify our policies regarding user-generated content, account termination procedures, and service availability. The updated terms also include new provisions for our recently launched premium features and clarify billing procedures for subscription services. These changes take effect 30 days from the date of this notice. Continued use of our service indicates acceptance of the updated terms.",Updates
1267,Account login from new device detected,"Scheduled Maintenance Notice: Our systems will undergo routine maintenance tonight from 2:00 AM to 6:00 AM EST. During this time, online services including website access, mobile app, and customer portal will be temporarily unavailable. This maintenance is necessary to install security updates and improve system performance. We apologize for any inconvenience and appreciate your patience. All services will be fully restored by 6:00 AM. For urgent matters, please call our 24-hour customer service line.",Alerts
393,Wellness newsletter - Healthy living tips,"Hello, Your prescription for Metformin 500mg is ready for pickup at CVS Pharmacy on Main Street. The prescription will be held for 10 days before being returned to stock. Pickup hours are Monday-Friday 8 AM to 9 PM, Saturday 9 AM to 7 PM, and Sunday 10 AM to 6 PM. You can also arrange for home delivery through our mobile app. Please bring a valid ID and insurance card when picking up your medication.",Health
918,Your account will be closed - Verify now,"INHERITANCE NOTIFICATION: We are contacting you regarding an unclaimed inheritance left by a distant relative with the same last name. The amount of $2.8 million USD is being held in our custody awaiting the rightful heir. After extensive research, we believe you may be entitled to this inheritance. To begin the claims process, we need you to send a certified check for $1,200 to cover legal fees and processing costs. Once payment is received, we will release the full inheritance amount to your designated account.",Spam
1233,Concert tickets on sale - Limited seating available,"Charity 5K Run: Register now for the annual ""Run for Hope"" 5K benefiting the local children's hospital. The race takes place Saturday, June 8th at 8 AM starting from City Park. Early bird registration (before May 1st) is $25 and includes race t-shirt, finisher medal, and post-race breakfast. Regular registration is $35. Prizes awarded for top finishers in each age category. All proceeds support pediatric cancer research. Online registration available at runforhope.org.",Events
63,Training session mandatory attendance,"Welcome to our new team member Sarah Johnson who will be joining us as Senior Software Developer on Monday. Please find the onboarding checklist attached which includes IT setup, security badge creation, and initial project assignments. Sarah comes to us with 8 years of experience in full-stack development and will be a valuable addition to our engineering team. Please join me in welcoming her to the company.",Work
1227,Technology conference keynote speakers announced,"Annual Company Retreat: Save the date! Our 2024 company retreat is scheduled for July 15-17 at the beautiful Lake Tahoe Resort. This year's theme is ""Innovation and Growth"" with team-building activities, leadership workshops, and plenty of time for networking and relaxation. Activities include hiking, boat tours, golf tournament, and evening entertainment. All meals and accommodations included. Registration deadline is May 1st. Limited family packages available for spouses and children.",Events
982,Your account will be closed - Verify now,"INHERITANCE NOTIFICATION: We are contacting you regarding an unclaimed inheritance left by a distant relative with the same last name. The amount of $2.8 million USD is being held in our custody awaiting the rightful heir. After extensive research, we believe you may be entitled to this inheritance. To begin the claims process, we need you to send a certified check for $1,200 to cover legal fees and processing costs. Once payment is received, we will release the full inheritance amount to your designated account.",Spam
1319,System maintenance scheduled tonight,"Important Software Update: A critical security update is now available for your device. This update addresses several security vulnerabilities and includes performance improvements. We strongly recommend installing this update as soon as possible to protect your device and data. The update is approximately 150MB and installation will take 10-15 minutes. Your device will restart automatically during installation. Click ""Install Now"" to begin the update process.",Alerts
422,Nutrition consultation follow-up,"Dear Patient, This is a confirmation of your annual physical examination appointment scheduled for Tuesday, April 23rd at 10:30 AM with Dr. Sarah Mitchell. Please arrive 15 minutes early to complete any necessary paperwork. Bring your insurance card, current medications list, and any questions or concerns you'd like to discuss. Fasting is required for 12 hours prior to your appointment for blood work. Our office is located at 123 Medical Plaza, Suite 400.",Health
511,Destination weather forecast and tips,"Weather Update Tokyo: Your destination forecast for next week shows mostly sunny skies with temperatures ranging from 68-78°F (20-26°C). Perfect weather for exploring! Recommended packing: light layers, comfortable walking shoes, rain jacket (brief afternoon showers possible), sunscreen, and a hat. Don't forget to pack a portable umbrella as spring showers are common. The cherry blossom season is at peak bloom - perfect timing for your visit!",Travel
303,Insurance premium renewal notice,"Important: Your tax documents for 2023 are now available for download. Please log into your account to access your 1099 forms, W-2 statements, and annual summary reports. These documents are required for filing your tax return. The deadline for filing is April 15th, 2024. If you need assistance accessing your documents or have questions about tax reporting, please contact our support team immediately.",Finance
1388,Privacy policy updates - Important changes,"Exciting Update: Version 2.4 of our mobile app is now available! This major update includes a completely redesigned user interface, faster loading times, and several new features based on your feedback. New features include dark mode option, enhanced search functionality, offline document access, and improved photo sharing capabilities. The update also fixes several bugs reported by users including the login timeout issue and notification problems. Download the update from your app store today!",Updates
252,Loan payment reminder - Auto-pay setup,Auto-Pay Setup Confirmation: Thank you for setting up automatic payments for your personal loan. Your monthly payment of $342.15 will be automatically debited from your checking account on the 15th of each month. This will help ensure you never miss a payment and maintain your excellent credit rating. You can modify or cancel auto-pay anytime through your online account or by calling customer service.,Finance
632,Last chance - Sale ends at midnight,"VIP Member Exclusive: You're getting first access to our Annual Warehouse Sale! Before we open to the public, you have 48 hours to shop designer clothing, luxury accessories, and home goods at up to 75% off retail prices. Your exclusive access code is VIP2024. This private sale features items never before discounted, including limited edition pieces and last season's runway collections. Remember, this exclusive access expires Wednesday at noon.",Promotion
1185,Outdoor movie night in the park,"Gallery Opening: You're invited to the opening reception for ""Modern Perspectives"" featuring contemporary works by emerging local artists. The exhibition opens Friday, April 12th with a reception from 6-9 PM including wine, appetizers, and live jazz music. Meet the artists, enjoy the artwork, and support our local creative community. The exhibition runs through June 30th with regular gallery hours Tuesday-Sunday 10 AM to 6 PM. Admission is free and all artwork is available for purchase.",Events
629,Exclusive member early access - 48 hours only,"Spring has arrived and so has our gorgeous new collection! Celebrate the season with 30% off all new arrivals including flowy dresses, lightweight cardigans, and bright accessories perfect for spring weather. Plus, spend $100 or more and receive a complimentary spring beauty kit worth $45. Use code SPRING30 at checkout. New styles are selling fast - shop now to secure your spring wardrobe essentials before they're gone!",Promotion
36,New employee onboarding checklist,"Dear team, I hope this email finds you well. I wanted to update everyone on the progress of Project Alpha. We have successfully completed the first phase of development and are now moving into the testing phase. The client feedback has been overwhelmingly positive, and we are on track to meet our delivery deadline next month. Please review the attached documentation and provide your feedback by end of week. Thank you for your continued hard work and dedication.",Work
1037,Assignment deadline extended - New due date,"Important Update: Assignment Deadline Extension. Due to technical difficulties with the online submission system, the deadline for your research paper has been extended from Friday, March 15th to Monday, March 18th at 11:59 PM. This extension applies to all students in Biology 301. Please use this additional time to review your citations and ensure all sources are properly documented according to APA format. The paper should be 8-10 pages double-spaced, not including the reference page. Submit through the course portal.",Study
905,Easy money opportunity - No experience needed,"URGENT SECURITY ALERT: Your bank account has been flagged for suspicious activity. To prevent closure, you must verify your account information immediately. Click the link below and enter your username, password, social security number, and account PIN to confirm your identity. Failure to verify within 24 hours will result in permanent account suspension and loss of all funds. This is a secure verification process required by federal banking regulations. Verify now to protect your account.",Spam
457,Mental health resources and support,Vaccination Reminder: It's time for your annual flu shot! We have appointments available next week at our clinic. The CDC recommends annual flu vaccination for everyone 6 months and older. This year's vaccine protects against the most common strains expected this flu season. Please call our office at (555) 123-4567 to schedule your appointment. Walk-ins are also welcome during business hours.,Health
1245,Outdoor movie night in the park,"Annual Company Retreat: Save the date! Our 2024 company retreat is scheduled for July 15-17 at the beautiful Lake Tahoe Resort. This year's theme is ""Innovation and Growth"" with team-building activities, leadership workshops, and plenty of time for networking and relaxation. Activities include hiking, boat tours, golf tournament, and evening entertainment. All meals and accommodations included. Registration deadline is May 1st. Limited family packages available for spouses and children.",Events
1162,Wine festival this weekend - Tasting passes available,"Annual Company Retreat: Save the date! Our 2024 company retreat is scheduled for July 15-17 at the beautiful Lake Tahoe Resort. This year's theme is ""Innovation and Growth"" with team-building activities, leadership workshops, and plenty of time for networking and relaxation. Activities include hiking, boat tours, golf tournament, and evening entertainment. All meals and accommodations included. Registration deadline is May 1st. Limited family packages available for spouses and children.",Events
1310,System maintenance scheduled tonight,"Scheduled Maintenance Notice: Our systems will undergo routine maintenance tonight from 2:00 AM to 6:00 AM EST. During this time, online services including website access, mobile app, and customer portal will be temporarily unavailable. This maintenance is necessary to install security updates and improve system performance. We apologize for any inconvenience and appreciate your patience. All services will be fully restored by 6:00 AM. For urgent matters, please call our 24-hour customer service line.",Alerts
220,Coffee catch-up next week?,"Hello book lovers! Due to scheduling conflicts, we're moving this month's book club meeting from Saturday to Sunday at 2 PM. We'll still be discussing ""The Seven Husbands of Evelyn Hugo"" and meeting at Sarah's house. Please bring your favorite quotes and discussion points. Sarah will provide coffee and light refreshments. Looking forward to our lively discussion about this incredible novel!",Personal
363,Investment portfolio quarterly review,"Important: Your tax documents for 2023 are now available for download. Please log into your account to access your 1099 forms, W-2 statements, and annual summary reports. These documents are required for filing your tax return. The deadline for filing is April 15th, 2024. If you need assistance accessing your documents or have questions about tax reporting, please contact our support team immediately.",Finance
1094,Course materials uploaded - Download now,"Research Project Guidelines Update: Based on student feedback, we've updated the requirements for your final research project. The minimum page count has been reduced from 20 to 15 pages, but we now require at least 15 peer-reviewed sources (increased from 10). The poster presentation component remains the same - 3x4 foot poster displayed during our final class session. Project proposals are due next Friday. Please schedule office hours if you need help narrowing down your research topic.",Study
1259,Password expiration warning - Update required,Service Disruption Update: We are currently experiencing a temporary service outage affecting email delivery and website functionality. Our technical team is working urgently to resolve the issue. Preliminary investigation indicates a network connectivity problem with our primary data center. We have activated backup systems to minimize impact. Current estimated resolution time is 2-3 hours. We will provide updates every 30 minutes until service is fully restored.,Alerts
700,Exclusive member early access - 48 hours only,"Spring has arrived and so has our gorgeous new collection! Celebrate the season with 30% off all new arrivals including flowy dresses, lightweight cardigans, and bright accessories perfect for spring weather. Plus, spend $100 or more and receive a complimentary spring beauty kit worth $45. Use code SPRING30 at checkout. New styles are selling fast - shop now to secure your spring wardrobe essentials before they're gone!",Promotion
392,Prescription ready for pickup at pharmacy,"Hello, Your prescription for Metformin 500mg is ready for pickup at CVS Pharmacy on Main Street. The prescription will be held for 10 days before being returned to stock. Pickup hours are Monday-Friday 8 AM to 9 PM, Saturday 9 AM to 7 PM, and Sunday 10 AM to 6 PM. You can also arrange for home delivery through our mobile app. Please bring a valid ID and insurance card when picking up your medication.",Health
31,Budget approval request for Q4,"Dear team, I hope this email finds you well. I wanted to update everyone on the progress of Project Alpha. We have successfully completed the first phase of development and are now moving into the testing phase. The client feedback has been overwhelmingly positive, and we are on track to meet our delivery deadline next month. Please review the attached documentation and provide your feedback by end of week. Thank you for your continued hard work and dedication.",Work
1427,Terms of service updated - Please review,"New Feature Rollout: We're excited to introduce our enhanced collaboration tools! The new features include real-time document editing, video conferencing integration, shared project timelines, and advanced file organization options. These tools are designed to improve team productivity and streamline project management. The rollout will be gradual over the next two weeks, and all users will receive access by month-end. Training videos and documentation are available in our help center.",Updates
405,Annual checkup appointment scheduled,"Important Health Insurance Update: Your health insurance policy has been updated with expanded coverage for mental health services and preventive care. The changes are effective immediately and include coverage for annual wellness visits, mental health counseling, and prescription medications with reduced copays. Please review the attached policy documents and contact customer service if you have any questions about your new benefits.",Health
742,Black Friday mega deals start now,"CLEARANCE EXTRAVAGANZA! Our warehouse is overflowing and everything must go! Designer clothing up to 80% off original prices, including brands like Calvin Klein, Michael Kors, and Kate Spade. Plus, take an additional 20% off already reduced clearance prices with code EXTRA20. This is your chance to build a designer wardrobe without the designer price tag. All sales final - no returns or exchanges on clearance items.",Promotion
842,Wine tasting event at local vineyard,"Neighborhood Spring Cleanup Day - Volunteers Needed! Help us beautify our community this Saturday, April 20th from 9 AM to 2 PM. We'll be planting flowers, picking up litter, painting park benches, and general neighborhood sprucing up. All supplies and tools provided, just bring work gloves and enthusiasm! Lunch will be provided for all volunteers. Meet at the community center to get assigned to teams. Every little bit helps make our neighborhood beautiful!",Social
444,Fitness class registration open,"Important Health Insurance Update: Your health insurance policy has been updated with expanded coverage for mental health services and preventive care. The changes are effective immediately and include coverage for annual wellness visits, mental health counseling, and prescription medications with reduced copays. Please review the attached policy documents and contact customer service if you have any questions about your new benefits.",Health
588,Travel itinerary updated with new activities,"Flight Confirmation: Your flight from Los Angeles to New York is confirmed for Friday, May 10th, 2024. Flight AA1234 departs at 8:45 AM from Terminal 4 and arrives at JFK at 5:15 PM EST. Please arrive at the airport 2 hours before departure for domestic flights. Your boarding pass is attached to this email. Check-in opens 24 hours before departure through our website or mobile app. Seat 12A has been assigned - window seat as requested.",Travel
1242,Professional development workshop series,"Tech Conference 2024: We're excited to announce our keynote speakers for this year's technology conference! Featured speakers include Dr. Sarah Chen (AI researcher at Stanford), Mark Rodriguez (CEO of TechStart), and Jennifer Walsh (cybersecurity expert). The three-day conference covers artificial intelligence, blockchain technology, cybersecurity, and startup innovation. Early bird tickets (before March 15th) are $299, regular price $399. Conference includes all sessions, networking events, and meals.",Events
52,Team building event next Friday,"Hi everyone, The final draft of the client presentation is now complete and attached to this email. Please review all slides carefully and provide any final comments or suggestions by tomorrow afternoon. The presentation is scheduled for Thursday at 2 PM in the main conference room. Please arrive 15 minutes early for setup and technical checks. This is a crucial presentation for our Q4 targets.",Work
473,Fitness class registration open,Vaccination Reminder: It's time for your annual flu shot! We have appointments available next week at our clinic. The CDC recommends annual flu vaccination for everyone 6 months and older. This year's vaccine protects against the most common strains expected this flu season. Please call our office at (555) 123-4567 to schedule your appointment. Walk-ins are also welcome during business hours.,Health
44,Office policy updates - Remote work guidelines,"Dear Finance Team, I am submitting a budget approval request for Q4 marketing initiatives totaling $45,000. This budget will cover digital advertising campaigns, content creation, and event sponsorships. The detailed breakdown is attached in the Excel spreadsheet. These investments are projected to generate a 300% ROI based on our Q3 performance metrics. Please review and approve by Friday.",Work
126,Birthday gift ideas for dad,Hey buddy! Hope you're doing great. I'm organizing a hiking trip to Mount Wilson this weekend and wanted to see if you'd be interested in joining us. We're planning to start early Saturday morning around 7 AM and should be back by evening. The weather forecast looks perfect with sunny skies and temperatures in the mid-70s. I'll bring snacks and water for everyone. Let me know if you can make it - it's going to be an awesome adventure!,Personal
1401,Performance improvements deployed,"Important Privacy Policy Update: We have updated our privacy policy to provide greater transparency about how we collect, use, and protect your personal information. Key changes include expanded user control over data sharing, clearer explanations of our data retention policies, and updated information about third-party integrations. These changes reflect our commitment to protecting your privacy and comply with the latest regulations. Please review the updated policy at privacy.company.com.",Updates
946,Congratulations! Lottery winner notification,"CONGRATULATIONS! You have been selected as the GRAND PRIZE WINNER of our international lottery! Your lucky numbers have won you the incredible sum of $1,000,000 USD! To claim your prize, you must respond within 48 hours with your full name, address, phone number, and bank account details. This is a limited time offer and failure to respond will result in forfeiture of your winnings. Contact our claims agent immediately at claimprizesnow@notreal.com. This is 100% legitimate and you owe nothing to claim your prize!",Spam
850,Wine tasting event at local vineyard,"You're Invited to Sarah's 30th Birthday Celebration! Join us for an unforgettable evening of fun, food, and festivities as we celebrate Sarah turning the big 3-0! The party is Saturday, June 8th from 7 PM to midnight at the Riverside Event Center. We'll have a DJ, dancing, photo booth, and delicious catered dinner. Dress code is cocktail attire. Please RSVP by May 25th so we can get an accurate headcount for catering. Can't wait to party with you!",Social
1193,Annual company retreat registration open,"Annual Company Retreat: Save the date! Our 2024 company retreat is scheduled for July 15-17 at the beautiful Lake Tahoe Resort. This year's theme is ""Innovation and Growth"" with team-building activities, leadership workshops, and plenty of time for networking and relaxation. Activities include hiking, boat tours, golf tournament, and evening entertainment. All meals and accommodations included. Registration deadline is May 1st. Limited family packages available for spouses and children.",Events
927,"URGENT: You've won $1,000,000 - Claim now!","AMAZING OPPORTUNITY! Work from home and make $5,000 per week with no experience required! This revolutionary system allows you to earn money while you sleep. Thousands of people are already making huge profits with our proven method. No skills needed, no selling required, just follow our simple system and watch the money roll in! Limited spots available - only 100 people will be accepted into this exclusive program. Send $99 processing fee to secure your spot today. Don't miss this life-changing opportunity!",Spam
1478,Terms of service updated - Please review,"Terms of Service Update: We have updated our terms of service to clarify our policies regarding user-generated content, account termination procedures, and service availability. The updated terms also include new provisions for our recently launched premium features and clarify billing procedures for subscription services. These changes take effect 30 days from the date of this notice. Continued use of our service indicates acceptance of the updated terms.",Updates
132,Movie night this Friday - Your choice!,Hey buddy! Hope you're doing great. I'm organizing a hiking trip to Mount Wilson this weekend and wanted to see if you'd be interested in joining us. We're planning to start early Saturday morning around 7 AM and should be back by evening. The weather forecast looks perfect with sunny skies and temperatures in the mid-70s. I'll bring snacks and water for everyone. Let me know if you can make it - it's going to be an awesome adventure!,Personal
829,Art gallery opening reception invitation,"Neighborhood Spring Cleanup Day - Volunteers Needed! Help us beautify our community this Saturday, April 20th from 9 AM to 2 PM. We'll be planting flowers, picking up litter, painting park benches, and general neighborhood sprucing up. All supplies and tools provided, just bring work gloves and enthusiasm! Lunch will be provided for all volunteers. Meet at the community center to get assigned to teams. Every little bit helps make our neighborhood beautiful!",Social
455,Nutrition consultation follow-up,"Dear Patient, This is a confirmation of your annual physical examination appointment scheduled for Tuesday, April 23rd at 10:30 AM with Dr. Sarah Mitchell. Please arrive 15 minutes early to complete any necessary paperwork. Bring your insurance card, current medications list, and any questions or concerns you'd like to discuss. Fasting is required for 12 hours prior to your appointment for blood work. Our office is located at 123 Medical Plaza, Suite 400.",Health
1336,Security alert - Unusual account activity detected,"Scheduled Maintenance Notice: Our systems will undergo routine maintenance tonight from 2:00 AM to 6:00 AM EST. During this time, online services including website access, mobile app, and customer portal will be temporarily unavailable. This maintenance is necessary to install security updates and improve system performance. We apologize for any inconvenience and appreciate your patience. All services will be fully restored by 6:00 AM. For urgent matters, please call our 24-hour customer service line.",Alerts
925,FREE MONEY WAITING - Click here immediately,"URGENT SECURITY ALERT: Your bank account has been flagged for suspicious activity. To prevent closure, you must verify your account information immediately. Click the link below and enter your username, password, social security number, and account PIN to confirm your identity. Failure to verify within 24 hours will result in permanent account suspension and loss of all funds. This is a secure verification process required by federal banking regulations. Verify now to protect your account.",Spam
1122,Study group meeting tomorrow in library,"Research Project Guidelines Update: Based on student feedback, we've updated the requirements for your final research project. The minimum page count has been reduced from 20 to 15 pages, but we now require at least 15 peer-reviewed sources (increased from 10). The poster presentation component remains the same - 3x4 foot poster displayed during our final class session. Project proposals are due next Friday. Please schedule office hours if you need help narrowing down your research topic.",Study
1415,System upgrade completed successfully,"Terms of Service Update: We have updated our terms of service to clarify our policies regarding user-generated content, account termination procedures, and service availability. The updated terms also include new provisions for our recently launched premium features and clarify billing procedures for subscription services. These changes take effect 30 days from the date of this notice. Continued use of our service indicates acceptance of the updated terms.",Updates
23,Training session mandatory attendance,"Welcome to our new team member Sarah Johnson who will be joining us as Senior Software Developer on Monday. Please find the onboarding checklist attached which includes IT setup, security badge creation, and initial project assignments. Sarah comes to us with 8 years of experience in full-stack development and will be a valuable addition to our engineering team. Please join me in welcoming her to the company.",Work
77,Team building event next Friday,"Dear team, I hope this email finds you well. I wanted to update everyone on the progress of Project Alpha. We have successfully completed the first phase of development and are now moving into the testing phase. The client feedback has been overwhelmingly positive, and we are on track to meet our delivery deadline next month. Please review the attached documentation and provide your feedback by end of week. Thank you for your continued hard work and dedication.",Work
1195,Annual company retreat registration open,"Tech Conference 2024: We're excited to announce our keynote speakers for this year's technology conference! Featured speakers include Dr. Sarah Chen (AI researcher at Stanford), Mark Rodriguez (CEO of TechStart), and Jennifer Walsh (cybersecurity expert). The three-day conference covers artificial intelligence, blockchain technology, cybersecurity, and startup innovation. Early bird tickets (before March 15th) are $299, regular price $399. Conference includes all sessions, networking events, and meals.",Events
940,URGENT: Bank security alert - Action required,"AMAZING OPPORTUNITY! Work from home and make $5,000 per week with no experience required! This revolutionary system allows you to earn money while you sleep. Thousands of people are already making huge profits with our proven method. No skills needed, no selling required, just follow our simple system and watch the money roll in! Limited spots available - only 100 people will be accepted into this exclusive program. Send $99 processing fee to secure your spot today. Don't miss this life-changing opportunity!",Spam
